1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
2066873,9405440,13600030,13852104,13877867,15030028,14799159,17553296,18793501,19783091,20784378,20651031,20063672,22672072,23923671,25139219,26709653,28386792,30651688,32121743,34077056,35327648,35560953,19849136,17686845,18825001
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,52050000,,,,,,,,,,,
