1,5,10,15,20,25,30,40,50,75,90,100,150,200,250,300,500,1000,1500,2000,2400
0,1688446,1688446,2577575,2577575,2577575,2577575,2577575,2577575,2577575,0,0,0,0,0,0,0,0,0,0,0
