1,30-DEC-2004 10:59:58,2078,2,76,7,5,5360,0,5650,322,5530,703,6180,132,8220,122
2,30-DEC-2004 10:59:57,2688,3,84,2,2,1050,0,1110,251
2,30-DEC-2004 10:59:59,2689,1,78,8,3,7890,0,6620,525,9420,145
1,30-DEC-2004 10:59:59,2079,3,99,2,2,1170,0,1120,286
1,30-DEC-2004 11:00:01,1,2,86,2,2,920,0,940,280
1,30-DEC-2004 11:00:01,2,3,96,2,2,630,0,420,229
2,30-DEC-2004 10:59:59,2690,3,91,2,2,1200,0,920,261
2,30-DEC-2004 10:59:59,2691,2,82,2,2,990,0,570,255
2,30-DEC-2004 11:00:01,1,2,79,2,2,1260,0,1440,248
1,30-DEC-2004 11:00:01,3,1,71,7,5,5400,0,8860,354,5590,754,3670,141,3170,132
1,30-DEC-2004 11:00:03,4,3,94,3,2,1010,0,980,304
1,30-DEC-2004 11:00:04,5,1,78,7,5,6400,0,17020,369,9650,798,4750,145,3170,145
1,30-DEC-2004 11:00:04,6,2,76,4,2,1770,0,2500,341
1,30-DEC-2004 11:00:07,7,3,91,2,2,710,0,670,261
2,30-DEC-2004 11:00:06,2,3,94,2,2,990,0,780,257
1,30-DEC-2004 11:00:08,8,3,96,2,2,930,0,990,277
1,30-DEC-2004 11:00:08,9,2,76,6,3,7130,0,8790,379,8580,132
2,30-DEC-2004 11:00:07,3,1,60,2,2,310,0,310,249
2,30-DEC-2004 11:00:08,4,1,61,2,2,310,0,310,249
1,30-DEC-2004 11:00:10,10,1,82,6,3,7230,0,7730,542,4980,152
2,30-DEC-2004 11:00:09,5,2,82,2,2,910,0,940,255
2,30-DEC-2004 11:00:11,6,1,65,2,2,310,0,310,249
2,30-DEC-2004 11:00:12,7,1,78,7,6,7190,0,10800,311,9760,125,12590,613,9420,125,9700,125
1,30-DEC-2004 11:00:14,11,1,74,7,6,5140,0,7360,343,7110,138,3860,696,6230,129,11570,129
2,30-DEC-2004 11:00:13,8,1,71,6,2,1860,0,1100,301
1,30-DEC-2004 11:00:15,12,2,78,7,4,5080,0,4910,311,3090,730,2310,125
1,30-DEC-2004 11:00:17,13,2,78,7,5,6180,0,6040,359,3050,691,2680,135,3170,135
1,30-DEC-2004 11:00:18,14,2,79,2,2,680,0,510,228
1,30-DEC-2004 11:00:18,15,3,94,2,2,780,0,570,281
1,30-DEC-2004 11:00:19,16,1,78,6,3,5720,0,10030,408,7950,145
2,30-DEC-2004 11:00:17,9,2,76,7,5,5260,0,3630,303,1390,675,1930,122,1760,122
2,30-DEC-2004 11:00:18,10,2,78,2,2,1300,0,1180,223
2,30-DEC-2004 11:00:18,11,1,58,2,2,310,0,310,249
2,30-DEC-2004 11:00:18,12,3,96,4,2,1300,0,1060,277
1,30-DEC-2004 11:00:21,17,2,91,5,2,2840,0,4210,364
1,30-DEC-2004 11:00:21,18,3,110,2,2,720,0,720,247
1,30-DEC-2004 11:00:22,19,1,91,2,2,1320,0,900,284
1,30-DEC-2004 11:00:23,20,1,88,2,2,2750,0,2560,476
2,30-DEC-2004 11:00:21,13,2,86,2,2,1340,0,1380,258
2,30-DEC-2004 11:00:23,14,1,72,2,2,310,0,310,249
2,30-DEC-2004 11:00:26,15,1,72,7,5,6370,0,6930,289,4910,635,3370,126,3150,117
2,30-DEC-2004 11:00:27,16,2,86,4,2,2040,0,2160,323
2,30-DEC-2004 11:00:28,17,3,88,2,2,1030,0,710,265
2,30-DEC-2004 11:00:29,18,3,91,2,2,310,0,310,249
2,30-DEC-2004 11:00:30,19,2,99,4,2,1630,0,1480,273
1,30-DEC-2004 11:00:31,21,2,74,2,2,980,0,750,268
1,30-DEC-2004 11:00:33,22,2,84,2,2,1150,0,1080,241
1,30-DEC-2004 11:00:34,23,1,72,2,2,650,0,570,244
2,30-DEC-2004 11:00:33,20,2,76,5,2,2590,0,2930,370
2,30-DEC-2004 11:00:36,21,2,139,7,5,5310,0,4140,555,1630,1233,2170,225,2700,207
2,30-DEC-2004 11:00:36,22,1,65,8,3,7360,0,7160,513,11100,137
1,30-DEC-2004 11:00:39,24,1,79,7,5,5390,0,5200,348,3020,758,3010,128,3310,138
2,30-DEC-2004 11:00:38,23,2,84,3,2,2120,0,2430,314
2,30-DEC-2004 11:00:39,24,3,86,2,2,310,0,310,249
2,30-DEC-2004 11:00:40,25,2,79,2,2,1440,0,1160,258
2,30-DEC-2004 11:00:41,26,1,57,7,4,4870,0,4760,156,4840,270,3310,106
1,30-DEC-2004 11:00:42,25,1,79,7,6,5460,0,4530,358,4050,148,3440,738,3030,148,3180,138
2,30-DEC-2004 11:00:42,27,2,86,2,2,1250,0,880,280
2,30-DEC-2004 11:00:43,28,1,62,2,2,310,0,310,249
2,30-DEC-2004 11:00:44,29,2,84,2,2,1190,0,1540,230
2,30-DEC-2004 11:00:45,30,1,82,2,2,310,0,310,249
1,30-DEC-2004 11:00:47,26,2,84,4,2,1740,0,3080,335
1,30-DEC-2004 11:00:47,27,1,82,2,2,1050,0,940,275
2,30-DEC-2004 11:00:46,31,2,91,2,2,1170,0,870,250
2,30-DEC-2004 11:00:49,32,2,88,2,2,1680,0,1100,265
1,30-DEC-2004 11:00:49,28,2,86,7,4,5510,0,5940,323,4520,755,4480,117
1,30-DEC-2004 11:00:49,29,1,86,7,5,5720,0,5830,388,5150,744,3330,150,3330,139
2,30-DEC-2004 11:00:56,33,1,72,3,2,3610,0,4750,335
2,30-DEC-2004 11:00:57,34,3,94,2,2,310,0,310,249
1,30-DEC-2004 11:00:58,30,2,76,6,3,5230,0,4980,513,3560,132
1,30-DEC-2004 11:00:59,31,1,88,7,5,5680,0,5470,421,3710,176,6460,498,5500,165
2,30-DEC-2004 11:00:58,35,1,76,7,6,7370,0,9100,294,6360,132,7830,598,8600,122,10680,113
1,30-DEC-2004 11:00:59,32,1,88,3,2,790,0,570,365
1,30-DEC-2004 11:01:00,33,2,79,7,5,4850,0,3540,338,2630,738,1870,138,1840,138
2,30-DEC-2004 11:00:59,36,2,94,2,2,1120,0,900,222
1,30-DEC-2004 11:01:02,34,2,78,7,5,4910,0,4190,320,3090,701,2160,135,2260,125
1,30-DEC-2004 11:01:02,35,1,68,7,5,5560,0,6240,364,2580,739,2130,143,5400,135
2,30-DEC-2004 11:01:02,37,2,79,5,2,2810,0,3670,318
2,30-DEC-2004 11:01:03,38,1,78,2,2,310,0,310,249
1,30-DEC-2004 11:01:04,36,2,74,2,2,840,0,980,259
1,30-DEC-2004 11:01:05,37,1,69,7,4,6120,0,5270,372,2490,842,1900,129
1,30-DEC-2004 11:01:05,38,3,78,2,2,570,0,620,252
1,30-DEC-2004 11:01:06,39,1,69,7,6,6090,0,6280,338,3570,138,3020,694,2790,146,3890,129
1,30-DEC-2004 11:01:07,40,2,78,2,2,930,0,590,252
2,30-DEC-2004 11:01:05,39,1,65,7,4,5940,0,4330,154,6280,276,4910,105
2,30-DEC-2004 11:01:06,40,1,145,2,2,310,0,310,249
2,30-DEC-2004 11:01:07,41,2,82,6,2,4400,0,4900,470
1,30-DEC-2004 11:01:08,41,2,86,2,2,1260,0,1500,280
1,30-DEC-2004 11:01:09,42,1,69,6,4,4340,0,6180,198,12120,364,7710,146
2,30-DEC-2004 11:01:11,42,1,61,7,4,3200,0,5790,152,3780,268,3120,106
1,30-DEC-2004 11:01:11,43,2,86,8,2,5470,0,11380,571
2,30-DEC-2004 11:01:12,43,2,96,2,2,1340,0,1200,253
2,30-DEC-2004 11:01:15,44,1,61,7,6,6270,0,9570,260,8390,114,10590,583,9920,114,11460,114
2,30-DEC-2004 11:01:16,45,2,76,6,2,6800,0,10450,532
1,30-DEC-2004 11:01:19,44,2,76,5,2,2720,0,3600,427
1,30-DEC-2004 11:01:20,45,3,82,2,2,980,0,700,275
2,30-DEC-2004 11:01:17,46,2,78,8,2,5360,0,11040,535
2,30-DEC-2004 11:01:18,47,3,94,2,2,1120,0,1010,269
2,30-DEC-2004 11:01:18,48,1,65,7,5,6930,0,10280,292,6790,627,7010,121,8790,121
1,30-DEC-2004 11:01:22,46,2,76,2,2,940,0,1030,256
2,30-DEC-2004 11:01:20,49,1,66,7,6,6700,0,4960,282,3080,123,4170,598,2180,123,2230,123
1,30-DEC-2004 11:01:23,47,2,78,9,4,6420,0,5770,174,9920,301,7680,125
1,30-DEC-2004 11:01:23,48,1,94,6,4,6380,0,6160,210,11710,363,7940,151
2,30-DEC-2004 11:01:22,50,2,76,2,2,1320,0,1080,256
2,30-DEC-2004 11:01:23,51,3,86,2,2,1100,0,990,258
1,30-DEC-2004 11:01:25,49,2,82,2,2,1090,0,1070,255
1,30-DEC-2004 11:01:25,50,1,66,2,3,4850,0,5510,432,8830,157
2,30-DEC-2004 11:01:24,52,2,72,7,5,5490,0,4240,308,2370,689,1550,117,3540,126
2,30-DEC-2004 11:01:25,53,3,84,2,2,310,0,310,249
2,30-DEC-2004 11:01:25,54,2,69,6,3,5880,0,4350,355,4160,120
1,30-DEC-2004 11:01:27,51,2,82,2,2,1040,0,1210,245
1,30-DEC-2004 11:01:27,52,1,72,5,2,3210,0,5280,498
2,30-DEC-2004 11:01:26,55,3,88,2,2,880,0,830,276
2,30-DEC-2004 11:01:26,56,3,86,2,2,1480,0,1290,258
2,30-DEC-2004 11:01:27,57,3,94,2,2,1010,0,990,293
2,30-DEC-2004 11:01:27,58,1,59,7,5,6260,0,6330,265,4350,584,4040,110,4330,110
1,30-DEC-2004 11:01:28,53,3,88,2,2,880,0,1050,254
1,30-DEC-2004 11:01:28,54,2,82,2,2,1040,0,1140,275
1,30-DEC-2004 11:01:30,55,3,86,2,2,760,0,640,269
2,30-DEC-2004 11:01:28,59,2,76,6,3,6050,0,3410,360,3270,122
2,30-DEC-2004 11:01:28,60,3,86,2,2,740,0,520,236
2,30-DEC-2004 11:01:28,61,1,57,2,2,310,0,310,249
2,30-DEC-2004 11:01:29,62,1,69,2,2,310,0,310,249
2,30-DEC-2004 11:01:30,63,3,84,2,2,860,0,610,251
1,30-DEC-2004 11:01:31,56,3,84,2,2,880,0,700,251
1,30-DEC-2004 11:01:31,57,1,78,7,5,6460,0,12610,359,7400,779,5720,145,6380,135
2,30-DEC-2004 11:01:31,64,3,84,2,2,790,0,900,262
2,30-DEC-2004 11:01:31,65,1,65,2,2,310,0,310,249
1,30-DEC-2004 11:01:33,58,2,74,5,2,3000,0,5470,315
1,30-DEC-2004 11:01:33,59,1,74,2,3,5040,0,5420,463,8510,175
1,30-DEC-2004 11:01:34,60,1,74,4,2,1640,0,2850,352
2,30-DEC-2004 11:01:32,66,3,84,2,2,1040,0,670,262
2,30-DEC-2004 11:01:34,67,3,82,2,2,840,0,780,265
2,30-DEC-2004 11:01:35,68,1,60,8,3,4130,0,2220,474,3770,134
2,30-DEC-2004 11:01:35,69,3,78,2,2,800,0,570,242
1,30-DEC-2004 11:01:37,61,1,69,7,5,6260,0,5080,372,2240,746,3030,129,3740,129
